initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,GTT,energy_consumption,74,0.5494865556884974
3,GTT,energy_consumption,75,28.56616700116226
3,GTT,energy_consumption,76,0.9913303361231732
3,GTT,energy_consumption,77,1.5456631990174718
3,GTT,energy_consumption,78,1.9316706203346186
3,GTT,energy_consumption,79,24.319791756558057
3,GTT,energy_consumption,80,35.440717749564385
3,GTT,energy_consumption,81,1.0201613521541228
3,GTT,energy_consumption,82,1.5592070185956273
3,GTT,energy_consumption,83,1.894623760805868
3,GTT,energy_consumption,84,18.842840087045534
3,GTT,energy_consumption,85,27.43305649050009
3,GTT,energy_consumption,86,0.998373076906355
3,GTT,energy_consumption,87,1.5190165437349614
3,GTT,energy_consumption,88,2.118026663919775
3,GTT,energy_consumption,89,29.32792304130007
3,GTT,energy_consumption,90,31.467760415156516
3,GTT,energy_consumption,91,0.9606032425110191
3,GTT,energy_consumption,92,1.5938415200331166
3,GTT,energy_consumption,93,2.140300112618856
3,GTT,energy_consumption,94,47.366883914264626
3,GTT,energy_consumption,95,33.69250057033921
3,GTT,energy_consumption,96,1.008802634887375
3,GTT,energy_consumption,97,1.4242834202303265
3,GTT,energy_consumption,98,1.8959402507944023
3,GTT,energy_consumption,99,24.86945394318651
3,FP-Sched,energy_consumption,0,151.45385954838852
3,FP-Sched,energy_consumption,1,234.5877746043454
3,FP-Sched,energy_consumption,2,4407.226824862755
3,FP-Sched,energy_consumption,3,1.9403379068261863
3,FP-Sched,energy_consumption,4,0.5508903107372576
3,FP-Sched,energy_consumption,5,18.92730802927667
3,FP-Sched,energy_consumption,6,0.9747951214899437
3,FP-Sched,energy_consumption,7,3994.899555473756
3,FP-Sched,energy_consumption,8,1.853040791650621
3,FP-Sched,energy_consumption,9,0.5557863685720689
3,FP-Sched,energy_consumption,10,0.8385299924447122
3,FP-Sched,energy_consumption,11,1.0323101224663696
3,FP-Sched,energy_consumption,12,2312.4433409388967
3,FP-Sched,energy_consumption,13,1.96457686607494
3,FP-Sched,energy_consumption,14,0.5474613668089202
